172,14.155,1
99,22.53,1
90,28.785,3
180,44.05,4
196,61.465,7
210,63.585,6
316,76.025,14
376,87.125,11
243,97.96,9
369,106.225,2
262,115.63,16
263,110.63,23
246,109.9,19
269,117.845,19
200,109.32,31
236,106.16,13
255,114.05,23
265,117.065,33
299,119.52,14
282,126.51,7
278,127.265,27
266,122.26,23
265,126.2,36
299,129.015,38
301,136.69,30
303,128.1,43
361,135.88,33
339,137.87,37
311,132.0,35
368,126.025,38
263,125.405,17
320,128.94,26
289,133.58,20
287,138.065,42
321,135.39,24
348,138.05,6
247,131.485,32
311,138.355,26
347,140.48,27
265,129.755,13
398,126.745,33
429,127.755,33
332,122.61,22
344,133.525,15
315,125.625,21
335,123.735,24
271,125.915,32
304,126.335,13
261,106.975,26
385,104.725,24
273,121.005,15
328,120.09,25
273,128.465,25
330,131.91,17
349,135.53,21
424,139.87,19
434,151.14,25
316,159.555,26
344,156.75,31
342,148.815,28
495,150.45,43
306,151.405,31
281,144.065,28
331,138.055,29
355,138.61,14
337,145.755,28
286,138.89,27
277,141.32,44
344,152.5,17
301,146.53,35
327,146.085,39
368,131.385,34
279,142.155,31
425,138.545,30
369,145.315,22
290,144.65,29
273,145.2,42
321,147.35,44
304,144.855,32
280,126.375,40
282,136.955,37
318,140.985,42
321,144.125,30
362,141.095,31
272,133.93,40
390,145.275,36
300,144.42,47
315,152.535,30
356,155.19,41
331,149.48,49
318,152.835,32
275,135.89,29
266,143.555,49
236,131.335,50
289,135.03,30
332,135.67,29
271,140.415,39
296,140.085,41
378,144.255,38
283,132.98,36
329,136.8,14
283,146.305,39
314,136.96,19
343,129.345,14
308,137.37,19
308,143.235,20
366,141.32,37
370,138.46,25
335,138.32,31
408,142.51,22
339,133.375,16
338,135.995,25
285,132.04,37
284,123.095,28
329,123.99,31
226,119.26,25
302,117.325,24
312,126.015,30
256,120.18,16
277,135.32,19
318,130.83,38
250,117.345,29
236,116.53,23
259,117.175,12
227,107.2,24
324,115.86,33
331,125.275,23
364,127.035,15
317,123.87,40
256,141.795,35
381,137.93,39
270,136.195,27
318,145.635,22
319,143.115,18
303,134.795,31
286,135.09,33
350,141.545,34
312,138.37,27
279,135.175,42
256,133.82,54
282,134.905,36
265,130.835,35
300,136.755,32
323,139.35,28
306,141.255,33
377,151.165,28
320,140.005,47
297,153.975,30
316,151.995,43
341,150.43,14
354,158.63,32
343,140.605,23
275,148.285,13
282,154.6,22
291,157.36,44
290,155.925,36
342,158.895,35
334,153.2,37
411,145.295,32
371,149.505,40
394,160.09,45
345,161.035,47
314,154.725,29
263,148.75,56
290,149.335,40
311,157.18,29
440,148.065,20
378,158.64,41
336,166.145,38
347,162.58,16
384,170.695,39
329,162.32,49
355,160.45,34
495,172.62,20
364,172.15,40
422,175.935,66
312,163.305,54
429,168.905,25
383,160.69,39
360,162.725,42
362,151.52,39
353,158.465,38
388,152.235,37
310,156.645,35
285,150.56,38
346,140.6,35
270,138.16,32
296,128.135,28
320,126.295,19
243,117.325,32
338,123.64,28
323,134.265,28
230,127.01,40
296,126.4,26
292,128.78,26
312,130.08,32
281,127.68,27
362,132.425,19
327,119.12,20
354,137.39,34
277,122.055,20
310,134.68,15
356,142.63,20
386,145.025,11
377,146.67,21
450,145.4,26
366,154.075,23
332,157.625,20
303,162.51,32
329,155.69,37
364,154.84,29
364,163.205,41
350,157.66,21
284,157.305,21
333,171.13,20
349,175.215,30
353,159.13,44
387,165.64,28
325,153.255,42
356,159.11,34
320,148.025,37
239,137.485,27
306,137.9,33
289,134.0,43
322,138.14,34
349,143.585,31
349,152.545,17
424,146.13,46
365,149.5,26
357,147.935,30
343,150.575,24
371,149.385,39
271,142.045,13
339,147.99,26
311,164.76,15
375,146.755,36
330,152.045,33
313,141.325,28
298,139.13,30
298,150.21,40
296,147.595,30
329,157.155,32
305,155.945,31
317,154.03,36
342,158.975,37
331,155.51,34
299,146.06,13
341,147.275,35
387,148.965,57
304,141.225,37
292,141.315,33
289,138.73,44
303,136.065,24
285,148.355,29
277,139.495,29
300,137.61,32
320,147.575,40
337,144.405,17
288,144.115,38
318,145.375,42
337,147.3,34
360,134.575,50
361,141.47,18
376,149.335,42
339,151.35,24
325,150.575,33
331,138.855,30
321,141.54,21
343,140.995,28
336,154.235,58
422,152.655,36
371,149.805,24
305,161.27,29
385,151.705,31
354,166.535,41
419,158.04,30
306,144.96,44
331,161.3,19
320,158.625,35
306,155.91,57
327,153.515,61
390,159.09,44
413,148.43,44
401,170.23,43
355,168.36,32
346,162.495,45
306,159.14,45
346,152.465,47
398,155.785,44
389,159.39,40
405,160.915,29
437,157.0,42
456,157.74,32
428,157.895,30
424,159.09,43
513,144.98,43
403,141.785,18
341,142.85,40
318,137.925,31
267,130.745,43
310,141.115,23
306,147.115,27
346,143.54,34
278,141.575,41
299,151.695,36
279,149.365,22
325,146.34,40
347,146.13,33
351,150.065,41
310,139.495,34
330,143.55,25
277,138.005,31
312,142.305,27
367,134.8,28
237,130.54,37
283,126.575,41
295,128.79,38
244,127.575,24
280,121.81,37
305,127.44,46
252,122.775,36
283,125.895,23
318,126.905,29
376,126.045,17
378,135.02,26
423,142.125,16
362,123.065,24
402,136.13,26
293,134.87,20
374,132.855,20
306,130.53,27
272,128.12,28
313,132.575,24
266,121.185,27
276,125.09,21
306,113.445,24
354,120.135,20
268,130.58,37
272,122.84,29
252,115.78,5
335,122.04,18
349,121.305,16
325,120.22,26
346,124.34,30
377,129.285,30
386,142.455,41
376,138.255,34
416,147.105,21
331,130.685,15
264,133.265,31
328,142.675,20
399,141.39,30
439,132.36,30
323,130.155,41
297,144.095,33
286,134.76,28
269,130.23,36
259,136.57,32
309,129.64,32
331,142.01,38
310,145.99,34
388,140.5,33
390,141.395,23
315,138.28,27
346,139.535,40
307,131.395,22
346,133.9,17
354,139.91,13
331,144.45,16
349,149.875,37
372,154.775,45
452,160.36,15
392,150.685,29
497,152.335,29
437,151.565,13
393,154.82,27
314,160.27,42
359,163.785,53
338,168.245,44
327,162.525,41
344,159.855,27
339,144.455,43
372,149.41,29
339,147.345,17
300,146.41,33
304,136.8,46
304,135.27,29
405,154.895,31
370,160.995,39
424,155.58,26
364,159.315,36
284,155.035,31
289,152.63,32
317,159.4,31
383,169.695,49
370,166.96,35
366,176.73,56
481,182.78,45
358,180.465,33
437,189.28,42
434,176.32,20
421,175.125,34
395,177.215,38
419,192.145,59
365,170.18,60
352,174.99,46
408,178.78,46
404,180.175,50
391,165.285,24
434,165.21,47
349,159.145,53
370,160.58,46
377,162.39,46
349,156.23,28
345,167.715,46
367,163.62,41
385,169.415,29
309,160.695,32
296,158.13,33
375,159.005,42
349,161.51,46
407,158.31,37
369,159.625,15
325,150.045,23
340,154.655,18
328,154.185,32
310,142.29,33
348,153.04,37
335,149.175,30
340,151.24,31
336,157.485,32
340,151.39,25
322,153.085,29
313,149.405,30
343,145.505,31
328,141.49,41
367,139.275,50
304,149.725,27
297,134.51,28
315,138.15,27
364,150.345,30
368,147.51,26
403,161.37,40
363,160.735,33
402,160.45,37
345,168.06,20
315,168.115,34
326,170.51,51
343,165.065,54
338,164.535,28
314,167.035,28
295,165.405,16
343,163.51,48
405,153.145,19
289,149.095,51
376,155.635,36
458,162.745,63
356,155.475,26
327,147.08,38
346,141.905,35
328,145.42,23
355,146.505,28
318,143.6,32
299,136.82,18
294,143.835,35
280,123.875,26
248,120.195,29
361,136.73,35
350,126.275,25
326,127.54,22
322,133.065,19
376,131.125,17
275,124.53,22
295,137.71,37
281,142.29,36
297,145.955,40
339,139.585,39
278,135.635,42
284,136.505,22
311,134.585,29
365,144.94,42
288,141.875,42
275,139.405,31
377,147.91,30
380,144.89,26
345,136.11,20
341,143.515,15
369,129.46,30
319,138.195,24
343,143.965,27
302,146.3,54
327,155.545,29
306,153.015,39
330,146.71,38
274,142.29,39
324,147.245,31
317,142.97,32
353,142.93,17
298,137.28,20
402,126.31,27
347,138.43,21
280,135.12,13
321,137.72,25
317,133.03,18
345,141.525,26
308,131.88,26
316,137.785,29
340,136.805,27
329,138.055,15
295,123.29,26
346,139.065,29
260,128.345,44
321,146.12,36
335,144.685,28
399,152.69,33
338,155.235,44
420,164.345,33
371,171.255,28
347,167.915,26
385,164.36,36
374,180.735,41
377,161.545,38
405,174.73,40
355,175.295,58
411,176.845,30
445,192.785,51
431,193.4,33
417,198.315,44
413,197.93,33
374,188.19,61
403,196.165,55
508,186.975,29
390,196.12,46
388,180.4,37
340,187.675,27
377,179.76,47
367,179.37,38
326,171.325,47
363,174.095,42
342,181.025,20
396,164.73,40
327,159.25,41
351,153.71,16
309,149.24,38
272,145.675,16
318,147.335,25
301,152.575,31
345,156.26,46
376,161.64,40
367,165.495,38
277,148.555,25
317,151.655,41
369,149.245,49
312,153.97,44
277,135.065,38
273,139.035,32
277,128.985,35
284,132.465,29
325,129.655,26
462,131.155,42
256,119.0,32
334,121.23,31
290,122.995,21
370,137.065,20
317,138.2,29
327,135.345,17
245,130.15,29
275,139.575,34
274,129.045,17
267,131.635,31
312,135.05,34
276,146.92,26
328,150.33,46
399,151.83,42
286,142.615,54
318,151.57,29
278,150.275,46
291,142.955,30
253,149.19,48
287,140.84,34
283,145.15,43
326,126.565,42
407,143.105,40
394,135.695,33
311,127.58,34
387,135.75,23
322,126.81,33
301,125.955,27
335,137.48,34
341,141.01,24
278,127.36,19
362,128.275,36
293,123.635,33
323,127.675,28
306,124.665,15
379,128.9,33
347,148.15,42
311,151.945,37
348,141.5,24
304,150.455,49
345,157.87,27
332,163.715,51
464,152.225,32
306,144.54,35
429,163.145,35
379,157.475,34
341,165.64,43
337,155.175,23
335,162.17,41
313,148.76,36
332,152.035,24
350,163.94,34
351,151.795,28
349,146.955,37
292,143.98,30
330,134.06,31
358,145.145,28
434,152.7,33
354,150.465,40
386,145.415,26
359,155.44,30
321,137.85,24
264,146.05,41
303,153.995,32
342,158.335,42
410,158.255,30
406,143.055,51
369,147.385,43
360,152.285,50
313,144.24,35
323,149.63,38
398,144.42,31
338,135.5,25
319,141.83,32
304,150.18,43
317,145.015,41
312,145.26,43
278,136.345,40
275,137.11,27
292,129.36,32
333,137.9,37
360,137.765,21
327,145.515,24
347,147.155,25
430,157.965,47
391,170.53,26
416,165.945,42
383,174.55,36
400,167.94,42
345,167.18,14
347,159.33,37
323,169.89,45
366,171.175,54
402,162.155,31
367,162.91,52
407,154.46,41
309,146.475,25
375,149.02,48
333,158.245,28
303,157.065,37
284,139.16,18
385,138.16,14
362,158.91,41
366,151.735,35
302,143.83,17
320,153.885,29
341,155.46,34
353,157.095,39
